Date,Product,Region,Unit_Price,Discount_Percent,Marketing_Spend,Units_Sold,Revenue
2024-12-01,Laptop,Central,1314.32,0,33886.44,1243,1633701.03
2025-06-01,Mobile,North,1263.6,0,15775.43,324,409406.63
2022-01-01,Smartwatch,North,1283.83,30,7403.72,631,810095.73
2021-12-01,Laptop,East,256.95,40,32757.7,594,152629.07
2025-02-01,Headphones,South,385.03,25,28805.54,2906,1118894.31
2025-04-01,Laptop,South,1364.52,20,14610.53,1847,2520270.96
2022-09-01,Headphones,Central,1109.86,30,32388.75,884,981112.04
2021-11-01,Headphones,North,980.0,20,30798.67,1651,1617980.37
2022-01-01,Laptop,North,885.27,15,11441.66,531,470080.71
2022-04-01,Mobile,East,200.37,0,9224.65,591,118419.01
2022-09-01,Smartwatch,South,1447.61,20,4679.76,216,312682.88
2021-01-01,Smartwatch,East,364.77,10,7880.59,610,222509.55
2022-04-01,Camera,East,207.79,15,33359.81,3016,626693.29
2024-02-01,Camera,North,1067.21,0,13943.49,1150,1227291.27
2025-05-01,Mobile,Central,289.92,40,13676.73,1255,363847.44
2023-09-01,Mobile,West,284.0,10,8207.28,180,51120.29
2024-09-01,Laptop,South,1417.92,30,13335.29,736,1043590.79
2024-11-01,Tablet,West,994.13,20,15504.95,1128,1121377.94
2024-08-01,Laptop,North,845.24,30,11875.57,868,733670.53
2024-04-01,Tablet,Central,1325.8,20,3688.37,654,867073.24
2024-11-01,Tablet,East,201.41,10,32799.49,509,102518.97
2025-07-01,Laptop,Central,1426.24,15,22520.5,1397,1992464.06
2022-07-01,Speaker,North,1329.37,15,18925.65,1341,1782691.56
2023-05-01,Camera,East,203.24,20,28172.01,2661,540815.27
2022-11-01,Mobile,South,1186.51,30,21249.53,1076,1276679.72
2021-06-01,Headphones,West,986.76,5,30945.66,1623,1601507.38
2024-10-01,Smartwatch,Central,523.38,25,26060.72,1022,534892.97
2021-02-01,Speaker,Central,138.54,30,11014.8,1596,221102.08
2024-06-01,Tablet,Central,1192.47,0,4906.48,862,1027912.66
2023-12-01,Speaker,West,414.03,5,26893.09,423,175136.4
2023-02-01,Speaker,South,308.76,0,6779.13,749,231257.55
2024-02-01,Smartwatch,West,643.76,20,5584.53,324,208577.34
2022-08-01,Speaker,West,493.5,20,22340.97,458,226022.82
2024-05-01,Tablet,Central,1205.2,20,4333.95,722,870156.12
2025-07-01,Headphones,North,1120.66,25,25712.2,2126,2382516.48
2021-07-01,Camera,South,202.64,25,23791.67,2421,490602.89
2022-02-01,Camera,East,207.09,5,29995.14,2005,415219.91
2024-07-01,Headphones,South,428.52,0,17191.88,1055,452089.27
2023-09-01,Speaker,East,1289.99,0,11761.52,686,884931.54
2021-09-01,Camera,East,213.01,0,18055.57,1231,262210.54
2024-10-01,Mobile,North,1102.75,20,14269.62,482,531523.27
2025-08-01,Headphones,West,1068.85,0,32432.19,908,970516.74
2021-12-01,Tablet,Central,1259.5,20,5549.94,683,860238.13
2024-02-01,Camera,East,202.08,30,39459.07,3289,664647.13
2024-11-01,Camera,Central,1130.55,0,44529.59,795,898784.05
2021-12-01,Laptop,Central,1425.85,25,36771.66,1746,2489542.03
2024-08-01,Laptop,West,1234.78,15,12869.43,572,706293.05
2025-02-01,Speaker,North,1230.53,0,19075.47,1519,1869180.86
2021-08-01,Laptop,North,836.33,0,16755.55,685,572887.46
2023-03-01,Tablet,North,336.67,10,5354.12,277,93257.04
2025-01-01,Smartwatch,East,374.64,20,13315.32,865,324061.89
2022-06-01,Tablet,South,1443.46,15,17505.5,814,1174976.11
2024-05-01,Laptop,South,1260.89,40,19173.5,2997,3778876.81
2024-06-01,Mobile,Central,244.16,0,18054.24,1184,289085.45
2024-11-01,Tablet,Central,1243.05,20,9643.37,634,788092.13
2021-12-01,Headphones,South,380.09,0,30097.29,1577,599408.67
2022-12-01,Mobile,South,1070.28,20,19586.3,1529,1636463.08
2025-04-01,Smartwatch,West,675.85,0,5889.59,366,247361.08
2025-05-01,Laptop,East,248.39,20,15860.95,660,163939.47
2022-11-01,Headphones,North,967.18,15,44549.95,1739,1681932.4
2022-06-01,Laptop,East,280.78,40,13420.9,471,132246.03
2022-12-01,Laptop,North,883.83,25,12039.12,862,761860.24
2025-05-01,Laptop,West,1294.05,20,17147.68,1062,1374280.3
2024-04-01,Smartwatch,East,357.28,0,8082.48,591,211152.78
2024-01-01,Camera,Central,1209.97,0,23311.11,722,873594.86
2022-11-01,Laptop,West,1340.77,20,25425.46,667,894295.58
2021-01-01,Speaker,Central,152.33,0,16771.21,906,138012.52
2022-05-01,Laptop,Central,1318.96,0,16053.66,1229,1621004.69
2025-05-01,Speaker,South,314.67,25,7042.09,1124,353690.01
2025-05-01,Laptop,South,1242.71,0,16221.25,1412,1754707.52
2023-10-01,Laptop,North,891.33,5,32175.45,894,796852.24
2022-06-01,Camera,Central,1076.87,15,15138.03,926,997177.43
2025-08-01,Smartwatch,Central,446.98,25,6857.98,766,342385.35
2024-11-01,Camera,West,1324.89,25,33267.69,1305,1728976.99
2021-06-01,Mobile,North,1221.16,15,8987.72,423,516548.58
2024-08-01,Headphones,Central,1215.32,15,29943.21,866,1052466.52
2025-06-01,Smartwatch,North,1226.45,0,9423.05,624,765303.05
2024-05-01,Speaker,Central,144.73,15,23567.38,2041,295404.02
2021-12-01,Laptop,West,1346.6,0,29057.2,664,894139.14
2023-06-01,Speaker,South,341.4,20,7811.81,892,304532.26
2021-09-01,Speaker,East,1230.79,10,9508.31,563,692936.45
2022-04-01,Smartwatch,West,630.76,15,9194.54,646,407473.41
2024-02-01,Mobile,South,1167.89,15,11236.43,1225,1430668.28
2025-07-01,Smartwatch,West,753.38,10,7538.71,318,239575.86
2021-02-01,Mobile,North,1251.38,10,12092.41,515,644459.39
2024-07-01,Speaker,North,1424.2,20,32190.72,1792,2552163.82
2022-10-01,Camera,East,195.39,5,46451.03,1499,292887.11
2024-10-01,Tablet,Central,1136.2,25,5862.36,660,749890.89
2021-09-01,Camera,South,218.06,10,21904.61,1471,320762.89
2023-10-01,Camera,West,1347.4,20,27107.16,1118,1506388.29
2023-05-01,Speaker,East,1429.96,20,13090.7,1127,1611567.71
2023-10-01,Laptop,West,1316.67,10,22457.77,377,496386.38
2021-01-01,Smartwatch,North,1344.53,20,7348.0,541,727388.68
2021-07-01,Tablet,North,357.42,0,6087.81,145,51825.37
2023-01-01,Tablet,West,1077.96,0,10072.22,1135,1223487.6
2024-05-01,Laptop,East,250.05,10,12603.35,418,104521.35
2024-03-01,Mobile,West,292.57,10,7792.45,324,94792.54
2021-10-01,Camera,East,203.49,15,39254.05,1557,316837.95
2023-12-01,Headphones,Central,1220.05,20,39655.04,1110,1354253.53
2021-11-01,Laptop,East,243.99,20,25961.41,354,86373.92
2024-08-01,Laptop,East,259.09,20,21085.67,358,92754.61
2024-07-01,Mobile,East,179.63,0,10985.26,535,96104.19
2021-08-01,Tablet,South,1497.75,30,14845.22,572,856714.79
2021-12-01,Camera,South,227.39,0,38987.76,1545,351312.58
2023-10-01,Camera,South,212.99,0,20168.14,1002,213416.02
2024-11-01,Laptop,West,1362.99,20,23574.7,490,667864.12
2025-02-01,Speaker,East,1292.73,15,10742.04,1364,1763280.67
2022-05-01,Camera,South,207.39,15,11893.69,1694,351319.35
2021-04-01,Speaker,North,1406.62,0,21717.0,1527,2147914.6
2025-09-01,Camera,North,1067.62,20,18694.04,1141,1218149.35
2024-06-01,Headphones,West,1100.45,15,22422.88,1513,1664982.76
2023-08-01,Smartwatch,North,1188.11,30,8225.53,604,717618.41
2022-05-01,Laptop,West,1306.46,20,21062.15,1178,1539008.34
2022-02-01,Camera,Central,1106.85,0,22341.35,1033,1143375.35
2024-11-01,Speaker,North,1308.25,10,61243.88,1257,1644472.73
2023-01-01,Camera,Central,1153.84,10,20279.12,694,800767.82
2022-04-01,Camera,North,1077.36,5,17551.73,1366,1471673.05
2021-05-01,Headphones,South,427.77,30,14367.47,1850,791372.51
2021-01-01,Camera,South,211.1,10,19226.23,1592,336066.35
2023-07-01,Speaker,West,425.62,30,16290.45,677,288144.21
2021-04-01,Headphones,North,981.29,15,34361.13,3324,3261792.7
2025-02-01,Headphones,West,1026.74,20,28425.5,1952,2004190.21
2022-02-01,Camera,South,217.72,10,13951.81,1874,407998.47
2022-02-01,Speaker,South,347.86,15,7872.55,722,251157.1
2021-10-01,Smartwatch,North,1281.95,25,17426.32,664,851213.23
2024-01-01,Smartwatch,East,322.81,15,16266.23,812,262121.9
2022-05-01,Smartwatch,West,697.08,10,7422.63,323,225157.28
2025-08-01,Laptop,East,244.01,25,13870.91,412,100533.06
2024-06-01,Camera,Central,1096.73,0,24635.89,1138,1248076.63
2022-10-01,Smartwatch,North,1349.71,15,17767.3,572,772032.69
2025-07-01,Camera,East,187.06,0,33986.42,2089,390767.29
2021-07-01,Mobile,West,279.27,0,6281.95,148,41332.36
2022-04-01,Tablet,East,191.49,0,14868.17,828,158553.15
2022-03-01,Headphones,East,583.3,25,13946.04,879,512723.56
2022-03-01,Laptop,West,1318.23,10,18135.02,956,1260226.53
2023-07-01,Smartwatch,East,352.08,10,8479.76,613,215824.4
2023-01-01,Smartwatch,South,1294.99,0,6916.77,318,411806.94
2024-06-01,Tablet,West,1125.45,5,7932.12,1079,1214364.59
2024-07-01,Laptop,South,1201.17,0,16850.97,1431,1718876.03
2025-06-01,Smartwatch,Central,472.65,25,8407.22,1342,634299.23
2022-06-01,Headphones,North,1011.03,0,19885.43,1632,1650002.27
2023-12-01,Tablet,North,394.08,15,5870.69,99,39014.03
2022-02-01,Headphones,East,530.34,40,25395.81,1558,826270.57
2022-11-01,Headphones,West,1166.9,0,41210.92,740,863504.33
2024-02-01,Headphones,North,1127.98,20,25076.25,2345,2645105.45
2022-01-01,Smartwatch,South,1335.26,5,9815.49,412,550127.81
2021-09-01,Smartwatch,West,750.32,40,7524.37,265,198833.67
2024-04-01,Headphones,South,417.0,20,24283.46,2278,949919.24
2023-12-01,Laptop,South,1388.18,5,30525.3,1087,1508953.22
2023-02-01,Tablet,West,1030.39,20,13163.65,1753,1806279.04
2025-01-01,Mobile,East,184.6,10,10486.26,615,113526.83
2025-06-01,Speaker,North,1412.29,0,22092.79,1322,1867042.65
2025-02-01,Mobile,South,1183.89,15,12566.9,1316,1557999.08
2024-04-01,Headphones,Central,1275.52,30,16741.43,1196,1525526.76
2021-05-01,Headphones,West,1108.78,0,28740.22,1507,1670927.39
2025-04-01,Laptop,Central,1357.55,0,12562.19,1205,1635845.99
2021-10-01,Mobile,East,202.39,10,23360.42,670,135604.55
2023-03-01,Speaker,East,1359.55,10,8496.19,870,1182810.48
2021-02-01,Smartwatch,East,365.53,5,15747.13,902,329709.49
2024-10-01,Camera,North,976.96,10,31038.93,1217,1188960.16
2022-03-01,Laptop,North,902.15,25,16116.92,1595,1438921.86
2023-04-01,Camera,West,1351.42,0,24459.77,1839,2485267.41
2023-11-01,Camera,South,217.79,20,26895.83,1498,326251.43
2021-09-01,Camera,North,982.26,25,23917.08,1367,1342746.84
2023-03-01,Smartwatch,West,625.27,20,6748.65,551,344523.99
2024-01-01,Laptop,South,1248.4,25,11589.39,1306,1630410.26
2021-10-01,Camera,North,1060.27,10,33776.9,741,785660.86
2024-03-01,Camera,West,1368.7,0,23187.1,1468,2009246.55
2021-11-01,Headphones,South,362.8,0,44421.04,1314,476718.8
2022-06-01,Headphones,Central,1098.8,20,30779.55,1432,1573482.25
2021-07-01,Headphones,Central,1141.86,5,25472.22,852,972862.65
2024-12-01,Headphones,West,1152.16,20,39215.98,1099,1266222.82
2024-06-01,Speaker,East,1222.39,20,14290.11,1751,2140412.54
2022-12-01,Tablet,North,364.57,10,6041.05,166,60518.64
2024-09-01,Tablet,Central,1223.44,20,4221.25,125,152929.85
2023-01-01,Tablet,North,337.11,0,5055.64,136,45846.79
2021-03-01,Laptop,South,1379.45,10,13101.04,1303,1797423.27
2021-06-01,Speaker,East,1399.14,40,15602.63,2043,2858449.62
2022-03-01,Speaker,South,301.14,0,3790.81,684,205978.51
2023-06-01,Camera,North,965.04,30,20727.89,2351,2268802.45
2024-04-01,Tablet,South,1580.99,0,11394.21,528,834764.42
2021-08-01,Smartwatch,Central,518.63,40,13911.43,1311,679927.9
2023-02-01,Speaker,North,1405.06,5,22999.0,1434,2014856.47
2025-04-01,Tablet,West,1171.98,20,9699.83,1195,1400510.62
2023-11-01,Smartwatch,East,316.87,10,19401.78,631,199941.86
2022-07-01,Mobile,North,1307.1,0,10249.45,422,551597.96
2023-11-01,Smartwatch,Central,511.18,30,21843.85,1263,645616.68
2022-05-01,Headphones,North,1044.62,5,20415.58,2055,2146692.45
2025-03-01,Tablet,East,204.2,15,18242.81,919,187658.8
2025-09-01,Laptop,East,236.54,0,14171.82,169,39975.69
2021-06-01,Camera,North,988.92,0,19964.8,1453,1436899.88
2023-12-01,Laptop,North,773.88,15,15445.17,951,735962.45
2024-07-01,Camera,East,194.76,10,33932.1,1907,371406.23
2021-11-01,Tablet,Central,1128.97,10,8342.95,516,582548.71
2023-04-01,Tablet,Central,1101.98,5,4991.12,596,656778.15
2025-04-01,Camera,West,1594.66,5,21290.99,1367,2179901.69
2025-08-01,Headphones,South,379.3,10,27348.2,1726,654676.83
2021-03-01,Tablet,East,228.99,15,21396.53,848,194179.72
2023-07-01,Laptop,North,880.4,0,10091.56,570,501827.95
2021-09-01,Camera,Central,1058.3,25,27458.0,872,922837.58
2023-04-01,Headphones,Central,1116.02,15,35713.7,1719,1918439.9
2023-11-01,Smartwatch,South,1401.05,20,13392.79,365,511381.81
2025-04-01,Speaker,North,1324.61,15,32852.33,2541,3365833.75
2021-11-01,Speaker,North,1336.7,30,63763.92,1704,2277738.89
2021-05-01,Headphones,North,1056.06,40,21416.65,3159,3336084.93
2024-12-01,Laptop,East,253.15,20,35409.29,469,118727.88
2022-08-01,Mobile,Central,240.61,5,16376.32,734,176604.79
2022-09-01,Laptop,North,750.8,10,13729.3,473,355128.03
2023-02-01,Camera,Central,1202.77,15,19080.48,1071,1288169.32
2022-09-01,Mobile,Central,270.02,0,18549.31,711,191987.11
2025-01-01,Camera,East,214.3,0,22546.85,1154,247304.77
2022-11-01,Smartwatch,South,1431.64,0,16702.69,197,282032.29
2023-05-01,Smartwatch,Central,442.64,15,13219.05,1528,676352.01
2023-03-01,Mobile,West,309.72,0,11471.46,330,102206.96
2025-05-01,Mobile,South,1279.9,10,15733.17,1450,1855849.72
2023-01-01,Laptop,West,1176.66,10,19076.02,638,750706.47
2025-05-01,Headphones,East,572.92,10,24341.11,1063,609017.87
2023-02-01,Camera,North,951.15,30,23239.86,2463,2342678.94
2023-09-01,Mobile,South,1251.74,25,15511.21,1005,1258002.77
2025-01-01,Laptop,Central,1351.2,10,15540.53,1057,1428214.12
2025-02-01,Headphones,East,565.45,0,26897.9,880,497597.07
2022-09-01,Headphones,West,1094.75,20,17404.95,960,1050958.99
2024-12-01,Tablet,East,214.62,20,25419.25,703,150877.19
2024-01-01,Laptop,Central,1419.97,20,23034.07,1692,2402595.08
2024-09-01,Camera,West,1572.05,0,17088.62,546,858337.47
2021-04-01,Headphones,West,1126.37,15,15525.48,1502,1691808.41
2021-10-01,Laptop,South,1225.0,15,27185.68,1057,1294820.01
2024-08-01,Headphones,North,1136.21,0,22381.21,1137,1291870.91
2022-12-01,Laptop,East,245.82,0,42246.3,342,84069.57
2025-02-01,Mobile,West,269.42,25,7970.51,392,105613.6
2022-10-01,Tablet,Central,1152.16,25,7188.47,528,608343.03
2024-06-01,Tablet,East,222.08,0,16709.81,557,123697.28
2024-11-01,Laptop,South,1291.31,0,17901.77,929,1199625.83
2021-03-01,Mobile,East,214.54,20,8667.42,734,157473.53
2024-10-01,Mobile,Central,270.17,20,28613.71,1021,275845.55
2023-03-01,Laptop,South,1200.74,20,21193.62,2692,3232394.0
2024-01-01,Camera,South,206.58,10,20509.18,1848,381768.33
2023-10-01,Mobile,West,259.72,20,17086.02,338,87786.81
2024-07-01,Tablet,East,202.36,0,20215.07,576,116562.16
2022-04-01,Laptop,West,1171.34,0,23095.34,1115,1306045.17
2021-04-01,Mobile,West,267.85,0,6371.81,220,58926.86
2022-09-01,Camera,East,220.14,30,21095.43,1336,294111.83
2025-05-01,Smartwatch,North,1271.21,5,7965.95,665,845357.74
2024-02-01,Speaker,Central,137.11,0,17592.87,1316,180432.15
2024-02-01,Laptop,North,807.78,10,15125.36,1272,1027502.1
2022-10-01,Camera,South,224.09,20,38906.47,1381,309461.81
2024-02-01,Tablet,North,362.05,5,5273.27,151,54669.67
2021-05-01,Mobile,Central,245.89,25,22540.31,2052,504571.12
2021-02-01,Smartwatch,West,699.07,25,8416.06,578,404061.52
2025-04-01,Headphones,South,420.89,5,22449.67,1733,729395.35
2023-06-01,Camera,South,203.21,30,21098.61,2720,552721.68
2021-06-01,Mobile,Central,277.75,0,17501.74,896,248860.41
2022-01-01,Speaker,West,491.23,10,20190.25,527,258877.17
2025-01-01,Laptop,West,1267.3,25,21791.47,1228,1556238.55
2024-08-01,Smartwatch,East,322.74,10,8396.45,555,179118.44
2025-08-01,Mobile,Central,291.39,5,22951.37,516,150359.48
2024-03-01,Tablet,East,204.01,10,17303.97,869,177281.33
2021-02-01,Smartwatch,North,1160.68,25,4698.41,476,552484.74
2024-04-01,Speaker,Central,158.14,20,11024.56,1378,217922.76
2023-07-01,Headphones,West,1103.95,20,24525.56,1219,1345714.26
2021-12-01,Camera,East,216.62,10,58793.82,2000,433237.68
2022-03-01,Camera,East,203.87,40,21507.54,3224,657261.48
2022-04-01,Tablet,North,355.21,10,6308.32,265,94129.61
2022-12-01,Speaker,West,413.54,30,28978.14,741,306435.25
2023-06-01,Camera,East,219.93,5,28115.93,1888,415229.13
2025-09-01,Headphones,North,1034.76,0,32175.77,1307,1352429.67
2023-05-01,Camera,South,218.88,0,14713.7,1597,349545.09
2023-01-01,Laptop,South,1375.95,40,14482.99,1721,2368004.84
2025-03-01,Smartwatch,West,699.99,30,10818.52,657,459890.78
2025-07-01,Headphones,Central,1204.33,0,35838.34,890,1071851.18
2025-04-01,Laptop,West,1287.36,20,19704.17,1258,1619494.14
2023-01-01,Tablet,Central,1212.04,20,3410.59,652,790248.55
2022-09-01,Camera,West,1556.89,20,28440.95,924,1438562.75
2022-04-01,Tablet,Central,1194.11,0,5190.67,667,796473.43
2024-03-01,Laptop,South,1335.49,10,16452.41,1860,2484013.9
2024-08-01,Headphones,South,385.76,0,25016.48,1132,436685.72
2024-03-01,Speaker,East,1263.02,25,9449.66,1661,2097872.67
2024-05-01,Speaker,East,1231.81,0,11643.27,1177,1449841.36
2024-04-01,Mobile,South,1176.64,0,12809.3,1194,1404913.14
2022-04-01,Mobile,North,1167.72,0,8492.59,503,587364.26
2022-05-01,Mobile,Central,261.62,0,17549.5,1261,329907.31
2024-02-01,Tablet,West,1119.08,0,7084.24,583,652426.44
2021-06-01,Headphones,East,576.91,10,21972.92,1032,595370.01
2021-08-01,Laptop,South,1221.52,0,22751.65,1073,1310690.99
2022-09-01,Tablet,North,399.47,0,4454.22,88,35153.36
2025-08-01,Tablet,East,207.64,0,11908.23,255,52948.47
2024-05-01,Headphones,East,605.7,10,25678.31,1024,620240.28
2022-07-01,Camera,North,921.53,10,28088.71,1731,1595174.83
2025-01-01,Smartwatch,South,1342.99,15,5902.31,376,504963.04
2024-03-01,Speaker,West,431.22,25,12272.59,781,336783.71
2025-06-01,Speaker,East,1363.66,25,9031.97,1233,1681398.83
2022-11-01,Tablet,Central,1279.23,10,7169.94,431,551346.79
2024-10-01,Tablet,East,226.6,0,41984.79,603,136640.46
2024-08-01,Tablet,North,370.54,10,4281.24,123,45576.61
2023-07-01,Tablet,West,1058.91,0,13916.39,871,922313.86
2024-09-01,Mobile,South,1073.83,10,10737.79,743,797852.06
2024-07-01,Camera,South,218.6,0,23154.67,1671,365282.44
2024-11-01,Headphones,North,1058.88,10,49815.75,1578,1670909.94
2024-01-01,Mobile,East,200.77,25,12770.35,788,158209.14
2025-04-01,Mobile,East,182.6,0,6788.07,595,108645.87
2022-05-01,Tablet,East,196.03,40,14052.67,1124,220340.28
2023-02-01,Laptop,North,857.45,0,9534.27,754,646516.54
2025-03-01,Smartwatch,East,357.48,25,10545.95,866,309575.15
2022-01-01,Laptop,East,254.29,15,26382.19,507,128923.78
2023-09-01,Tablet,West,1189.15,25,11574.23,828,984612.56
2024-02-01,Headphones,South,419.05,40,21571.73,2546,1066906.82
2025-01-01,Laptop,East,246.89,20,23650.28,531,131100.01
2023-08-01,Speaker,North,1186.66,0,26448.48,1263,1498755.69
2021-06-01,Speaker,North,1408.9,30,29576.05,1875,2641690.71
2022-09-01,Smartwatch,North,1374.26,20,7145.75,220,302336.52
2021-01-01,Smartwatch,Central,449.67,0,10760.69,979,440222.88
2021-09-01,Mobile,Central,264.56,20,15575.12,310,82012.21
2025-07-01,Mobile,Central,276.35,20,20170.45,1259,347930.78
2023-09-01,Camera,South,202.51,15,15506.53,911,184482.69
2025-06-01,Mobile,Central,290.23,15,13327.29,1030,298938.51
2021-02-01,Camera,North,998.35,0,26893.2,1768,1765086.93
2023-05-01,Speaker,South,346.69,10,4545.86,612,212177.3
2023-01-01,Headphones,East,527.72,10,17712.11,644,339850.5
2021-03-01,Camera,South,210.5,5,11370.68,1534,322907.94
2022-02-01,Headphones,Central,1112.03,15,34381.81,1312,1458984.49
2024-10-01,Tablet,South,1586.61,0,23074.27,345,547381.94
2022-04-01,Mobile,South,1256.29,0,10559.03,1054,1324126.24
2024-04-01,Laptop,North,849.95,20,10780.09,1406,1195035.5
2022-04-01,Camera,West,1465.24,25,28581.9,2319,3397900.28
2021-07-01,Mobile,Central,269.14,25,23414.48,1249,336157.44
2025-09-01,Tablet,South,1370.51,10,16946.79,411,563281.51
2025-08-01,Mobile,West,273.0,10,12396.85,285,77804.32
2023-08-01,Camera,South,215.71,30,17155.3,1593,343622.71
2024-07-01,Tablet,South,1576.89,30,20874.59,815,1285161.91
2022-06-01,Smartwatch,South,1410.91,0,4703.8,297,419041.59
2025-08-01,Tablet,South,1482.2,20,24560.46,657,973807.18
2024-12-01,Mobile,Central,288.89,0,32212.49,899,259715.43
2023-07-01,Speaker,East,1391.1,5,8070.7,680,945948.21
2024-08-01,Speaker,East,1208.33,0,15664.42,927,1120118.66
2025-01-01,Headphones,Central,1316.79,30,34511.84,1352,1780298.23
2021-03-01,Mobile,Central,283.91,5,24611.92,1348,382713.88
2025-03-01,Laptop,North,779.89,10,16008.35,1700,1325812.36
2022-03-01,Camera,Central,1247.45,20,18353.96,1209,1508161.07
2021-05-01,Mobile,West,268.74,15,11879.31,496,133296.26
2022-05-01,Tablet,West,1161.42,5,7413.07,1238,1437843.12
2021-01-01,Speaker,South,325.5,25,5534.81,742,241520.44
2022-02-01,Headphones,North,990.83,20,32683.79,2808,2782255.28
2022-11-01,Speaker,South,352.55,15,13779.3,556,196017.06
2021-01-01,Laptop,East,255.6,15,22497.61,473,120896.64
2022-07-01,Mobile,East,190.67,15,12906.16,760,144908.28
2024-04-01,Camera,East,210.33,10,21878.39,1919,403632.13
2023-06-01,Mobile,West,288.28,10,9293.42,318,91673.19
2021-08-01,Headphones,West,1133.22,10,19456.93,528,598342.74
2024-11-01,Mobile,South,1160.56,15,11028.58,819,950499.64
2021-04-01,Camera,Central,1248.92,20,31094.27,1306,1631095.46
2025-03-01,Laptop,West,1131.66,5,24506.46,1434,1622804.27
2024-02-01,Tablet,East,219.32,25,21886.75,1034,226779.05
2024-04-01,Smartwatch,North,1136.15,20,8274.97,1041,1182732.47
2023-04-01,Mobile,North,1218.09,20,15525.73,869,1058522.84
2022-10-01,Headphones,Central,1284.92,30,53261.86,915,1175701.19
2021-07-01,Tablet,East,222.15,10,12648.46,510,113294.84
2025-07-01,Smartwatch,North,1154.08,40,5382.13,731,843635.33
2025-07-01,Smartwatch,South,1412.48,30,7100.8,432,610190.16
2021-08-01,Camera,West,1368.42,0,31418.72,1186,1622942.23
2025-09-01,Laptop,South,1382.95,10,14953.78,704,973597.04
2023-11-01,Smartwatch,North,1254.09,0,12134.48,399,500380.41
2023-07-01,Laptop,South,1206.54,15,14863.71,1291,1557639.15
2024-06-01,Mobile,West,263.78,15,6714.02,276,72804.49
2023-10-01,Camera,North,926.38,20,37984.49,1433,1327506.14
2025-03-01,Camera,East,219.78,10,18443.29,2142,470778.11
2023-08-01,Mobile,Central,250.0,15,26200.67,1061,265250.16
2024-12-01,Mobile,West,259.83,0,15407.27,232,60281.43
2023-09-01,Laptop,North,852.17,20,11605.26,423,360468.65
2021-06-01,Mobile,East,190.89,10,13169.58,806,153856.12
2024-04-01,Tablet,West,1011.94,30,14360.59,2250,2276864.71
2023-08-01,Mobile,East,200.92,20,12340.01,507,101868.63
2025-04-01,Headphones,East,553.51,25,26197.62,1626,900014.54
2023-02-01,Tablet,South,1488.07,5,18932.33,717,1066949.01
2021-06-01,Smartwatch,East,357.08,10,12002.0,711,253886.84
2021-05-01,Mobile,East,198.09,10,8940.74,799,158275.54
2023-12-01,Tablet,West,1137.82,0,27843.51,1365,1553129.56
2021-11-01,Tablet,East,229.32,10,22532.61,430,98609.03
2024-02-01,Mobile,North,1205.69,25,15952.66,758,913915.75
2024-11-01,Headphones,West,1018.23,25,41381.99,1231,1253443.43
2024-04-01,Speaker,North,1314.14,15,30071.62,2288,3006746.32
2023-02-01,Mobile,West,282.58,20,7811.07,334,94380.7
2022-07-01,Camera,South,196.91,5,18357.53,1802,354827.23
2024-12-01,Tablet,Central,1260.17,10,7279.19,578,728376.91
2021-08-01,Headphones,East,525.95,10,15438.74,487,256137.64
2021-03-01,Smartwatch,Central,512.47,20,13942.76,1529,783559.58
2022-04-01,Laptop,South,1391.46,0,11497.95,947,1317709.15
2022-03-01,Mobile,South,1148.63,0,15463.98,1373,1577064.62
2021-05-01,Tablet,Central,1223.34,20,4458.85,908,1110795.02
2022-05-01,Mobile,South,1283.59,5,12873.19,1272,1632730.12
2025-09-01,Speaker,North,1292.86,15,21463.12,1064,1375597.75
2024-01-01,Smartwatch,Central,489.2,10,12375.57,1049,513169.41
2024-05-01,Headphones,North,1116.48,10,20472.63,2004,2237418.54
2022-04-01,Smartwatch,East,326.55,10,10434.3,972,317407.77
2023-03-01,Tablet,West,1165.36,5,13904.76,1431,1667627.13
2025-06-01,Headphones,South,384.54,5,24166.44,1768,679873.98
2023-01-01,Tablet,South,1410.29,20,23726.58,906,1277723.03
2022-10-01,Mobile,South,1221.33,0,16053.53,656,801192.89
2022-03-01,Smartwatch,North,1326.96,10,5219.12,461,611726.7
2024-12-01,Speaker,East,1376.05,40,24905.12,1610,2215443.21
2021-11-01,Camera,South,189.9,0,28943.38,1515,287696.32
2022-07-01,Tablet,Central,1239.77,0,4005.02,486,602528.39
2023-07-01,Laptop,Central,1332.55,0,23043.57,1240,1652366.86
2022-02-01,Mobile,West,274.22,10,10263.22,265,72668.11
2023-04-01,Speaker,Central,144.74,25,14216.0,1830,264872.48
2024-11-01,Smartwatch,North,1237.59,20,13531.87,781,966559.23
2021-04-01,Smartwatch,West,735.97,0,4845.55,118,86845.01
2023-11-01,Speaker,East,1348.13,20,18553.26,976,1315776.98
2024-12-01,Speaker,West,452.16,30,30925.41,681,307918.32
2022-11-01,Headphones,East,572.08,20,35143.57,963,550908.53
2022-10-01,Camera,West,1511.72,15,42451.8,1173,1773247.18
2023-05-01,Mobile,North,1227.88,10,12048.52,599,735500.86
2021-04-01,Tablet,South,1544.28,10,18495.42,788,1216894.04
2024-11-01,Laptop,Central,1221.95,0,37181.81,1173,1433350.61
2024-05-01,Camera,North,965.01,20,14210.81,1861,1795875.89
2025-05-01,Smartwatch,East,360.43,15,8298.27,700,252300.84
